;Name;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
1102;The Scorpion King: Rise of the Akkadian;PS2;2002;Action;Universal Interactive;0.11;0.09;0.0;0.03;0.23;47.0;12.0;7.2;6.0;VU Games;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1105;The Lord of the Rings: Aragorn's Quest;Wii;2010;Action;Warner Bros. Interactive Entertainment;0.17;0.05;0.0;0.02;0.23;58.0;21.0;7.8;5.0;Headstrong Games;T;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1110;Mafia;PS2;2004;Action;Illusion Softworks;0.34;0.27;0.0;0.09;0.7;65.0;30.0;7.6;62.0;Illusion Softworks;M;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;M
1111;Tom Clancy's Rainbow Six: Siege;PS4;2015;Shooter;Ubisoft;0.55;1.19;0.14;0.33;2.21;73.0;40.0;7.3;480.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1116;Rune Factory: Tides of Destiny;PS3;2011;Role-Playing;Marvelous Interactive;0.14;0.0;0.07;0.02;0.23;55.0;12.0;7.9;44.0;Neverland;E10+;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1118;Legion: The Legend of Excalibur;PS2;2002;Action;Midway Games;0.11;0.09;0.0;0.03;0.22;51.0;21.0;7.0;6.0;7 Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1122;LEGO The Hobbit;PS4;2014;Action;Warner Bros. Interactive Entertainment;0.13;0.38;0.0;0.09;0.6;72.0;47.0;6.6;88.0;TT Games;E10+;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1125;Ride;PS4;2015;Racing;Milestone S.r.l.;0.04;0.13;0.03;0.03;0.22;66.0;30.0;7.0;47.0;Milestone S.r.l;E;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1126;Galactic Wrestling: Featuring Ultimate Muscle;PS2;2004;Fighting;Namco Bandai Games;0.03;0.02;0.17;0.01;0.22;61.0;12.0;8.0;5.0;Aki Corp.;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1128;Shinobi;PS2;2002;Platform;Sony Computer Entertainment;0.36;0.28;0.22;0.09;0.96;71.0;33.0;7.9;43.0;Overworks;M;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1130;Age of Empires: The Age of Kings;DS;2006;Strategy;THQ;0.18;0.02;0.0;0.02;0.22;80.0;38.0;7.9;59.0;Backbone Entertainment;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1131;The Suffering;PS2;2004;Action;Midway Games;0.2;0.16;0.0;0.05;0.42;77.0;47.0;8.9;40.0;Surreal Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1132;The Sims 4: Get Together;PC;2015;Simulation;Electronic Arts;0.05;0.15;0.0;0.02;0.22;72.0;16.0;7.3;117.0;Maxis;T;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1133;Child of Eden;X360;2011;Shooter;Ubisoft;0.28;0.12;0.0;0.04;0.44;84.0;81.0;7.7;95.0;Q Entertainment;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1135;Shin Megami Tensei: Persona;PSP;2009;Role-Playing;Atlus;0.08;0.0;0.13;0.01;0.22;78.0;30.0;8.0;47.0;ITL;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1136;Ben 10 Alien Force: Vilgax Attacks;Wii;2009;Action;D3Publisher;0.25;0.14;0.0;0.04;0.44;65.0;5.0;4.0;6.0;Papaya Studios;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1137;Rugby 2004;PS2;2003;Sports;Electronic Arts;0.11;0.08;0.0;0.03;0.22;61.0;13.0;6.8;65.0;HB Studios Multimedia;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1138;Senran Kagura 2: Deep Crimson ;3DS;2014;Action;Marvelous Entertainment;0.1;0.02;0.08;0.01;0.22;58.0;28.0;6.8;56.0;Tamsoft;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1139;The Crew;PS4;2014;Racing;Ubisoft;0.35;1.08;0.03;0.26;1.72;61.0;60.0;5.4;575.0;Ubisoft Reflections, Ivory Tower;T;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1140;Hot Shots Tennis: Get a Grip;PSP;2010;Sports;Sony Computer Entertainment;0.07;0.0;0.13;0.01;0.21;80.0;27.0;8.0;17.0;Clap Hanz;E;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1141;NBA;PSP;2005;Sports;Sony Computer Entertainment;0.2;0.0;0.0;0.02;0.21;57.0;25.0;6.9;14.0;989 Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1143;Disaster Report;PS2;2002;Action;Agetec;0.03;0.02;0.15;0.01;0.21;66.0;28.0;8.0;7.0;Irem;T;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;T
1144;The Bard's Tale;PS2;2004;Role-Playing;Ubisoft;0.1;0.08;0.0;0.03;0.21;76.0;44.0;8.6;14.0;InXile Entertainment;T;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
1145;Star Wars: Battlefront;PS2;2004;Shooter;LucasArts;1.93;1.22;0.03;0.44;3.61;82.0;36.0;8.7;142.0;Pandemic Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
1146;Harry Potter and the Deathly Hallows - Part 2;X360;2011;Action;Electronic Arts;0.19;0.11;0.0;0.03;0.33;44.0;31.0;5.4;24.0;EA Bright Light;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1148;Journey;PS3;2012;Adventure;Sony Computer Entertainment Europe;0.04;0.13;0.0;0.04;0.21;92.0;78.0;8.8;1381.0;ThatGameCompany;E;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1150;Shadow of Destiny;PS2;2001;Adventure;Konami Digital Entertainment;0.09;0.07;0.03;0.02;0.21;78.0;18.0;8.2;19.0;Konami;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1152;Danganronpa Another Episode: Ultra Despair Girls;PSV;2014;Action;Nippon Ichi Software;0.06;0.01;0.12;0.02;0.21;72.0;35.0;8.4;77.0;Spike Chunsoft;M;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1153;Age of Empires: Mythologies;DS;2008;Strategy;THQ;0.16;0.03;0.0;0.02;0.21;78.0;28.0;6.9;20.0;Griptonite Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1154;Baja: Edge of Control;PS3;2008;Racing;THQ;0.1;0.08;0.0;0.03;0.21;61.0;21.0;5.0;11.0;2XL Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1155;JSRF: Jet Set Radio Future;XB;2002;Action;Sega;0.13;0.04;0.03;0.01;0.21;88.0;36.0;8.2;102.0;Smilebit;T;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1156;de Blob 2;PS3;2011;Platform;THQ;0.11;0.07;0.0;0.03;0.21;74.0;50.0;7.1;34.0;Blue Tongue Entertainment;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1157;Prison Break: The Conspiracy;PS3;2010;Action;Deep Silver;0.05;0.15;0.0;0.05;0.25;42.0;33.0;3.8;20.0;ZootFly;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1159;Defiance;X360;2013;Shooter;Trion Worlds;0.38;0.14;0.0;0.05;0.57;60.0;27.0;7.2;249.0;Trion Worlds;M;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;M
1160;NHL 2003;PS2;2002;Sports;Electronic Arts;0.46;0.36;0.0;0.12;0.93;79.0;20.0;6.8;18.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
1165;God of War Collection;PS3;2009;Action;Sony Computer Entertainment;1.7;0.44;0.06;0.4;2.6;91.0;50.0;8.7;529.0;Bluepoint Games;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
1167;The King of Fighters Collection: The Orochi Saga;PS2;2006;Fighting;Ignition Entertainment;0.1;0.08;0.0;0.03;0.2;67.0;14.0;8.5;4.0;Terminal Reality;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;T
1168;Valkyria Chronicles;PS3;2008;Role-Playing;Sega;0.71;0.19;0.24;0.13;1.27;86.0;60.0;8.6;433.0;Sega;T;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
1171;The Witch and the Hundred Knight;PS3;2013;Role-Playing;Nippon Ichi Software;0.07;0.02;0.1;0.02;0.2;53.0;44.0;7.5;80.0;Nippon Ichi Software;T;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1173;NBA 2K2;PS2;2002;Sports;Sega;0.59;0.46;0.01;0.15;1.22;89.0;19.0;7.8;16.0;Visual Concepts;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1174;Cars;PS2;2006;Racing;THQ;1.01;0.04;0.0;0.16;1.21;71.0;30.0;8.4;12.0;Rainbow Studios;E;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1175;Warriors Orochi;PS2;2007;Action;Tecmo Koei;0.11;0.09;0.64;0.03;0.87;55.0;14.0;8.2;16.0;Omega Force;T;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;T
1178;IHRA Drag Racing 2004;XB;2003;Racing;Bethesda Softworks;0.15;0.04;0.0;0.01;0.2;40.0;5.0;7.4;7.0;Bethesda Softworks;E;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1179;The Legend of Heroes: Trails of Cold Steel;PSV;2013;Role-Playing;Nippon Ichi Software;0.05;0.02;0.14;0.02;0.23;77.0;20.0;7.5;132.0;Falcom;T;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;T
1183;Dying Light;PS4;2015;Action;Warner Bros. Interactive Entertainment;0.96;0.67;0.12;0.34;2.09;74.0;58.0;7.9;1287.0;Techland;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
1184;Earth Defense Force: Insect Armageddon;PS3;2011;Shooter;D3Publisher;0.06;0.04;0.08;0.02;0.2;63.0;28.0;7.0;24.0;Vicious Cycle;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1186;Dungeon Hunter Alliance;PSV;2012;Action;Ubisoft;0.07;0.09;0.0;0.03;0.2;49.0;34.0;6.4;61.0;Ubisoft;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1187;Baja: Edge of Control;PS3;2008;Racing;THQ;0.1;0.08;0.0;0.03;0.21;61.0;21.0;5.0;11.0;2XL Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1188;Plants vs. Zombies;DS;2011;Strategy;Mastertronic;0.9;0.12;0.0;0.08;1.1;81.0;23.0;7.4;29.0;TOSE;E10+;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1190;Warriors Orochi;PS2;2007;Action;Tecmo Koei;0.11;0.09;0.64;0.03;0.87;55.0;14.0;8.2;16.0;Omega Force;T;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;T
1192;The Hobbit;PS2;2003;Platform;Vivendi Games;0.26;0.2;0.0;0.07;0.54;59.0;17.0;8.6;14.0;Inevitable Entertainment;E;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1193;Sniper Elite;PS2;2005;Shooter;Ubisoft;0.1;0.07;0.0;0.02;0.19;76.0;21.0;8.9;36.0;Rebellion;M;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1194;Harry Potter and the Goblet of Fire;PS2;2005;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29.0;6.7;48.0;Electronic Arts;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1195;UFC Personal Trainer: The Ultimate Fitness System;X360;2011;Sports;THQ;0.53;0.18;0.0;0.06;0.77;70.0;36.0;6.5;15.0;THQ;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1196;Conan;PS3;2007;Action;THQ;0.13;0.15;0.0;0.05;0.34;69.0;35.0;7.2;40.0;Nihilistic;M;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;M
1198;Rune Factory: Tides of Destiny;PS3;2011;Role-Playing;Marvelous Interactive;0.14;0.0;0.07;0.02;0.23;55.0;12.0;7.9;44.0;Neverland;E10+;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1199;No More Heroes: Heroes' Paradise;PS3;2010;Action;Konami Digital Entertainment;0.1;0.04;0.04;0.02;0.19;72.0;38.0;7.3;38.0;FeelPlus;M;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1204;LEGO Marvel's Avengers;PS4;2016;Action;Warner Bros. Interactive Entertainment;0.26;0.35;0.0;0.12;0.73;71.0;70.0;7.0;87.0;TT Games;E10+;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1206;Mafia III;PS4;2016;Action;Take-Two Interactive;0.42;1.08;0.03;0.28;1.81;68.0;66.0;5.1;1147.0;Hangar 13;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;M
1209;Peter Jackson's King Kong: The Official Game of the Movie;PS2;2005;Action;Ubisoft;0.71;1.02;0.0;0.31;2.04;82.0;41.0;8.2;68.0;Ubisoft Montpellier;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1210;Aliens versus Predator: Extinction;PS2;2003;Strategy;Electronic Arts;0.09;0.07;0.0;0.02;0.19;66.0;17.0;8.4;30.0;Zono Inc.;T;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1213;Dawn of Discovery;PC;2009;Simulation;Ubisoft;0.0;0.32;0.0;0.06;0.38;82.0;32.0;8.8;132.0;Blue Byte, Related Designs;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1214;South Park: The Stick of Truth;PS3;2014;Role-Playing;Ubisoft;0.43;0.34;0.0;0.16;0.92;85.0;31.0;8.5;575.0;Obsidian Entertainment;M;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;M
1215;Naruto: Ninja Destiny;DS;2006;Fighting;Namco Bandai Games;0.02;0.01;0.16;0.0;0.19;61.0;22.0;4.4;10.0;Takara Tomy;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1216;Dante's Inferno;PS3;2010;Action;Electronic Arts;0.64;0.28;0.04;0.13;1.08;75.0;69.0;7.5;265.0;Visceral Games;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1218;Hulk;PS2;2003;Action;Universal Interactive;0.52;0.41;0.0;0.14;1.06;71.0;28.0;8.3;22.0;Radical Entertainment;T;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1219;Gungrave;PS2;2002;Shooter;Activision;0.09;0.07;0.0;0.02;0.19;65.0;28.0;8.6;16.0;Seta Corporation;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1220;Evolve;PS4;2015;Shooter;Take-Two Interactive;0.36;0.41;0.05;0.15;0.96;76.0;46.0;4.3;894.0;Turtle Rock Studios;M;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1222;Harry Potter and the Prisoner of Azkaban;PS2;2004;Action;Electronic Arts;0.5;0.39;0.0;0.13;1.02;70.0;29.0;8.7;29.0;EA Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1224;The Legend of Heroes: Trails of Cold Steel II;PSV;2014;Role-Playing;Nippon Ichi Software;0.02;0.02;0.13;0.01;0.19;80.0;23.0;7.3;73.0;Falcom;T;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
1227;Robin Hood: Defender of the Crown;PS2;2003;Strategy;Capcom;0.09;0.07;0.0;0.02;0.19;59.0;18.0;5.6;5.0;Cinemaware;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1229;Ty the Tasmanian Tiger 3: Night of the Quinkan;PS2;2005;Action;Activision;0.09;0.07;0.0;0.02;0.19;68.0;13.0;8.1;15.0;Krome Studios;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1231;Earth Defense Force: Insect Armageddon;PS3;2011;Shooter;D3Publisher;0.06;0.04;0.08;0.02;0.2;63.0;28.0;7.0;24.0;Vicious Cycle;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1232;Disney's Meet the Robinsons;Wii;2007;Action;Disney Interactive Studios;0.17;0.0;0.0;0.01;0.19;62.0;11.0;6.3;4.0;Buena Vista Games;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1234;Fairy Fencer F;PS3;2013;Role-Playing;Nippon Ichi Software;0.05;0.03;0.09;0.02;0.19;65.0;31.0;7.4;50.0;Compile Heart;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1239;Dead or Alive;PS;1998;Fighting;Sony Computer Entertainment;0.09;0.06;0.1;0.02;0.28;84.0;10.0;8.6;18.0;Team Ninja;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;M
1240;Siren;PS2;2003;Adventure;Sony Computer Entertainment;0.09;0.07;0.0;0.02;0.18;72.0;48.0;7.8;41.0;SCE Japan Studio;M;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;T
1241;NARC;PS2;2005;Shooter;Midway Games;0.18;0.14;0.0;0.05;0.36;50.0;24.0;7.0;21.0;Point of View;M;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1243;Fear Effect 2: Retro Helix;PS;2001;Action;Eidos Interactive;0.1;0.07;0.0;0.01;0.18;84.0;15.0;8.9;17.0;Kronos Digital Entertainment;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1244;Ghostbusters: The Video Game;Wii;2009;Action;Atari;0.59;0.2;0.0;0.07;0.86;76.0;29.0;8.5;28.0;Red Fly Studio;E10+;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;T
1245;MotoGP;PS2;2000;Racing;Namco Bandai Games;0.06;0.05;0.14;0.02;0.27;77.0;16.0;6.0;5.0;Namco;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1246;UFC Personal Trainer: The Ultimate Fitness System;X360;2011;Sports;THQ;0.53;0.18;0.0;0.06;0.77;70.0;36.0;6.5;15.0;THQ;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1251;GRID Autosport;PS3;2014;Racing;Codemasters;0.05;0.09;0.01;0.03;0.18;75.0;35.0;6.8;62.0;Codemasters;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1253;Gun;PS2;2005;Shooter;Activision;0.98;0.04;0.0;0.16;1.17;77.0;43.0;8.7;70.0;Neversoft Entertainment;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1256;Borderlands;X360;2009;Shooter;Take-Two Interactive;2.4;0.71;0.03;0.29;3.44;84.0;83.0;8.2;715.0;Gearbox Software;M;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;M
1257;de Blob 2;PS3;2011;Platform;THQ;0.11;0.07;0.0;0.03;0.21;74.0;50.0;7.1;34.0;Blue Tongue Entertainment;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1258;Brink;X360;2011;Shooter;Bethesda Softworks;0.59;0.35;0.01;0.09;1.03;68.0;85.0;5.8;404.0;Splash Damage;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1260;Charlie and the Chocolate Factory;PS2;2005;Adventure;Global Star;0.17;0.13;0.0;0.04;0.35;35.0;21.0;4.1;28.0;High Voltage Software, Backbone Entertainment;E;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1261;Sonic Riders: Zero Gravity;Wii;2008;Racing;Sega;0.48;0.32;0.02;0.09;0.91;56.0;26.0;8.1;57.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1262;NHL 2004;PS2;2003;Sports;Electronic Arts;0.47;0.37;0.0;0.12;0.97;85.0;19.0;7.6;53.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
1263;Dead or Alive Paradise;PSP;2010;Misc;Ubisoft Annecy;0.07;0.02;0.07;0.02;0.18;38.0;34.0;5.6;37.0;Team Ninja, Tecmo;M;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1264;The Suffering: Ties That Bind;PS2;2005;Action;Midway Games;0.09;0.07;0.0;0.02;0.17;75.0;37.0;8.0;23.0;Surreal Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1268;NBA Inside Drive 2004;XB;2003;Sports;Microsoft Game Studios;0.13;0.04;0.0;0.01;0.17;71.0;31.0;8.2;11.0;High Voltage Software;E;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
